"Cluster","Gene"
"HSA-MIR-137","NR1I3"
"HSA-MIR-138-5P","EIF4EBP1"
"HSA-MIR-139-5P","FAM162A"
"HSA-MIR-140-3P","ATP8A1"
"HSA-MIR-141-5P","WNK1"
"HSA-MIR-142-3P","LGR5"
"HSA-MIR-143-3P","HK2"
"HSA-MIR-143-3P","MMP14"
"HSA-MIR-143-3P","FSCN1"
"HSA-MIR-143-3P","HNF4A"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-145-5P","MMP14"
"HSA-MIR-145-5P","MTMR14"
"HSA-MIR-145-5P","DDC"
"HSA-MIR-145-5P","ITGB8"
"HSA-MIR-145-5P","FSCN1"
"HSA-MIR-145-5P","PODXL"
"HSA-MIR-146A-5P","FAF1"
"HSA-MIR-146A-5P","PA2G4"
"HSA-MIR-147A","SLC22A3"
"HSA-MIR-148A-3P","ERRFI1"
"HSA-MIR-148A-3P","CCKBR"
"HSA-MIR-148A-3P","USP4"
"HSA-MIR-148A-3P","ITGB8"
"HSA-MIR-148B-3P","CCKBR"
"HSA-MIR-150-5P","MMP14"
"HSA-MIR-150-5P","SRCIN1"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-152-3P","CCKBR"
"HSA-MIR-155-5P","PHF14"
"HSA-MIR-155-5P","NKX3-1"
"HSA-MIR-155-5P","CARHSP1"
"HSA-MIR-155-5P","GATM"
"HSA-MIR-155-5P","KDM3A"
"HSA-MIR-155-5P","CIAPIN1"
"HSA-MIR-155-5P","NOS3"
"HSA-MIR-155-5P","PCDH9"
"HSA-MIR-15B-5P","KDR"
"HSA-MIR-16-5P","KDR"
"HSA-MIR-16-5P","HGF"
"HSA-MIR-17-3P","KDR"
"HSA-MIR-17-5P","ITGB8"
"HSA-MIR-17-5P","PTPRO"
"HSA-MIR-181A-5P","PROX1"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181B-3P","NFASC"
"HSA-MIR-181B-5P","HK2"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-182-3P","NOX4"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","CREB5"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-183-5P","EZR"
"HSA-MIR-184","EZR"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-185-5P","AQP3"
"HSA-MIR-1908-5P","NKIRAS2"
"HSA-MIR-192-5P","HRH1"
"HSA-MIR-192-5P","WNK1"
"HSA-MIR-193A-3P","MMP14"
"HSA-MIR-195-5P","KDR"
"HSA-MIR-197-5P","IGFBP5"
"HSA-MIR-199A-3P","KDR"
"HSA-MIR-199A-3P","HGF"
"HSA-MIR-199A-5P","HK2"
"HSA-MIR-199A-5P","KL"
"HSA-MIR-199A-5P","WNK1"
"HSA-MIR-199A-5P","OSCP1"
"HSA-MIR-199B-5P","PODXL"
"HSA-MIR-19A-3P","MYCN"
"HSA-MIR-19A-3P","NR4A2"
"HSA-MIR-19B-1-5P","KDR"
"HSA-MIR-19B-1-5P","ITGB8"
"HSA-MIR-19B-3P","MYCN"
"HSA-MIR-200A-3P","MNX1"
"HSA-MIR-200A-3P","HGF"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200B-3P","KDR"
"HSA-MIR-200B-3P","FSCN1"
"HSA-MIR-200C-3P","KDR"
"HSA-MIR-200C-3P","TUBB3"
"HSA-MIR-200C-3P","ERRFI1"
"HSA-MIR-200C-3P","HNF1B"
"HSA-MIR-200C-3P","NOS3"
"HSA-MIR-202-3P","MYCN"
"HSA-MIR-203A-3P","TJP2"
"HSA-MIR-203A-3P","EYA4"
"HSA-MIR-203A-3P","CASK"
"HSA-MIR-204-5P","EZR"
"HSA-MIR-204-5P","CREB5"
"HSA-MIR-204-5P","TRPM3"
"HSA-MIR-204-5P","FZD1"
"HSA-MIR-204-5P","SOST"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-205-5P","EZR"
"HSA-MIR-205-5P","HMGB3"
"HSA-MIR-206","SFRP1"
"HSA-MIR-206","NR4A2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","EGLN3"
"HSA-MIR-20A-5P","ITGB8"
"HSA-MIR-20A-5P","BAMBI"
"HSA-MIR-20A-5P","PTPRO"
"HSA-MIR-20B-5P","BAMBI"
"HSA-MIR-21-3P","HPGD"
"HSA-MIR-21-5P","HPGD"
"HSA-MIR-21-5P","ANKRD46"
"HSA-MIR-210-3P","EHD2"
"HSA-MIR-210-3P","AIFM3"
"HSA-MIR-211-5P","IGFBP5"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-211-5P","CREB5"
"HSA-MIR-212-3P","ACHE"
"HSA-MIR-212-3P","RBP2"
"HSA-MIR-215-5P","WNK1"
"HSA-MIR-216A-5P","HNF4A"
"HSA-MIR-217","NR4A2"
"HSA-MIR-217","GPC5"
"HSA-MIR-218-5P","SOST"
"HSA-MIR-22-3P","MMP14"
"HSA-MIR-223-5P","EGF"
"HSA-MIR-224-5P","SERPINF2"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","DIO1"
"HSA-MIR-224-5P","EYA4"
"HSA-MIR-23A-3P","G6PC"
"HSA-MIR-23A-3P","HNF1B"
"HSA-MIR-24-1-5P","WNK1"
"HSA-MIR-24-1-5P","HNF4A"
"HSA-MIR-24-3P","MMP14"
"HSA-MIR-24-3P","JPH2"
"HSA-MIR-24-3P","FAF1"
"HSA-MIR-24-3P","NOS3"
"HSA-MIR-24-3P","FSCN1"
"HSA-MIR-24-3P","HNF4A"
"HSA-MIR-26A-1-3P","PCK1"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","AMACR"
"HSA-MIR-26A-5P","HGF"
"HSA-MIR-26B-5P","HGF"
"HSA-MIR-27A-3P","SFRP1"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-3P","WNK1"
"HSA-MIR-27A-5P","SFRP1"
"HSA-MIR-27A-5P","SNAP25"
"HSA-MIR-27B-3P","OSBPL6"
"HSA-MIR-27B-3P","HMGB3"
"HSA-MIR-27B-3P","EYA4"
"HSA-MIR-296-5P","KDR"
"HSA-MIR-296-5P","WNK4"
"HSA-MIR-297","GPC5"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","KREMEN2"
"HSA-MIR-29A-3P","MYCN"
"HSA-MIR-29B-3P","MYCN"
"HSA-MIR-29B-3P","AQP4"
"HSA-MIR-29B-3P","NKIRAS2"
"HSA-MIR-29B-3P","MMP15"
"HSA-MIR-29C-3P","MYCN"
"HSA-MIR-29C-3P","GAPDH"
"HSA-MIR-29C-3P","CREB5"
"HSA-MIR-29C-3P","MMP15"
"HSA-MIR-300","ROS1"
"HSA-MIR-302D-3P","NR4A2"
"HSA-MIR-30C-5P","MTTP"
"HSA-MIR-30E-5P","MTTP"
"HSA-MIR-31-5P","SATB2"
"HSA-MIR-31-5P","CASR"
"HSA-MIR-320A","AQP4"
"HSA-MIR-324-3P","WNT9B"
"HSA-MIR-326","FGF1"
"HSA-MIR-326","FSCN1"
"HSA-MIR-328-3P","SFRP1"
"HSA-MIR-335-3P","NOS3"
"HSA-MIR-335-5P","FMN2"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-33A-5P","ROS1"
"HSA-MIR-33A-5P","SATB2"
"HSA-MIR-33A-5P","OSBPL6"
"HSA-MIR-33B-5P","G6PC"
"HSA-MIR-33B-5P","PCK1"
"HSA-MIR-346","SRCIN1"
"HSA-MIR-34A-5P","MYCN"
"HSA-MIR-34A-5P","TREM2"
"HSA-MIR-34A-5P","NR4A2"
"HSA-MIR-34A-5P","RBP2"
"HSA-MIR-34A-5P","GFRA3"
"HSA-MIR-34A-5P","HNF4A"
"HSA-MIR-34B-3P","MYCN"
"HSA-MIR-34B-5P","MYCN"
"HSA-MIR-34B-5P","HNF4A"
"HSA-MIR-34C-5P","MYCN"
"HSA-MIR-34C-5P","HNF4A"
"HSA-MIR-372-3P","NR4A2"
"HSA-MIR-374A-5P","SRCIN1"
"HSA-MIR-375","MYCN"
"HSA-MIR-375","PLAG1"
"HSA-MIR-375","KCNQ2"
"HSA-MIR-378B","NKX3-1"
"HSA-MIR-383-5P","DIO1"
"HSA-MIR-422A","CYP8B1"
"HSA-MIR-423-3P","PA2G4"
"HSA-MIR-424-5P","PLAG1"
"HSA-MIR-429","ONECUT2"
"HSA-MIR-429","FSCN1"
"HSA-MIR-449A","MYCN"
"HSA-MIR-449A","CREB5"
"HSA-MIR-449A","HNF4A"
"HSA-MIR-449B-5P","MYCN"
"HSA-MIR-466","PROX1"
"HSA-MIR-4728-5P","PADI2"
"HSA-MIR-488-3P","SLC39A8"
"HSA-MIR-489-3P","PROX1"
"HSA-MIR-491-5P","TAF10"
"HSA-MIR-491-5P","SLC6A3"
"HSA-MIR-502-5P","IFI27"
"HSA-MIR-506-3P","WNK1"
"HSA-MIR-506-3P","SPHK1"
"HSA-MIR-509-3-5P","PODXL"
"HSA-MIR-513B-5P","HMGB3"
"HSA-MIR-539-5P","SPAG5"
"HSA-MIR-543","NOS3"
"HSA-MIR-582-3P","SFRP1"
"HSA-MIR-590-5P","CREB5"
"HSA-MIR-599","SATB2"
"HSA-MIR-616-3P","TFPI2"
"HSA-MIR-627-5P","KDM3A"
"HSA-MIR-629-5P","HNF4A"
"HSA-MIR-638","OSCP1"
"HSA-MIR-641","SNAP25"
"HSA-MIR-644A","GAPDH"
"HSA-MIR-647","ANK2"
"HSA-MIR-659-3P","SPHK1"
"HSA-MIR-663A","EEF1A2"
"HSA-MIR-663B","EEF1A2"
"HSA-MIR-670-5P","PROX1"
"HSA-MIR-675-5P","DDB2"
"HSA-MIR-708-5P","CNTFR"
"HSA-MIR-744-5P","SFRP1"
"HSA-MIR-744-5P","EEF1A2"
"HSA-MIR-765","HNF4A"
"HSA-MIR-766-3P","HNF4A"
"HSA-MIR-873-5P","SRCIN1"
"HSA-MIR-874-3P","AQP3"
"HSA-MIR-9-5P","NOX4"
"HSA-MIR-9-5P","ONECUT2"
"HSA-MIR-93-5P","ITGB8"
"HSA-MIR-942-5P","IFI27"
"HSA-MIR-96-5P","SYCP1"
"HSA-MIR-98-5P","HK2"
"HSA-MIR-99A-5P","NOX4"
"HSA-LET-7A-3P","CCND2"
"HSA-LET-7A-5P","CCND2"
"HSA-LET-7B-5P","CCND2"
"HSA-LET-7B-5P","PDGFRA"
"HSA-LET-7C-5P","BCL2L1"
"HSA-LET-7E-5P","MYCN"
"HSA-LET-7G-5P","BCL2L1"
"HSA-LET-7G-5P","CDKN2A"
"HSA-MIR-1-3P","SLC8A1"
"HSA-MIR-1-3P","KCNE1"
"HSA-MIR-101-3P","PTGER4"
"HSA-MIR-101-3P","MYCN"
"HSA-MIR-101-3P","ATP5B"
"HSA-MIR-103A-3P","MYCN"
"HSA-MIR-106B-5P","CCND2"
"HSA-MIR-107","PLAG1"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-10B-5P","KL"
"HSA-MIR-10B-5P","SART3"
"HSA-MIR-10B-5P","CDKN2A"
"HSA-MIR-1207-5P","STAT6"
"HSA-MIR-122-5P","TPD52L2"
"HSA-MIR-122-5P","BCL2L1"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-124-3P","CCND2"
"HSA-MIR-124-3P","SYCP1"
"HSA-MIR-124-3P","GRIA3"
"HSA-MIR-124-3P","SPHK1"
"HSA-MIR-124-3P","SART3"
"HSA-MIR-124-5P","ACHE"
"HSA-MIR-1258","MRGPRF"
"HSA-MIR-125B-5P","SPHK1"
"HSA-MIR-125B-5P","NEU1"
"HSA-MIR-125B-5P","CDKN2A"
"HSA-MIR-125B-5P","PODXL"
"HSA-MIR-125B-5P","PTH1R"
"HSA-MIR-1260B","SFRP1"
"HSA-MIR-127-3P","SFRP1"
"HSA-MIR-128-3P","RET"
"HSA-MIR-129-5P","RET"
"HSA-MIR-130A-3P","PDGFRA"
"HSA-MIR-130B-3P","PDGFRA"
"HSA-MIR-132-3P","MUC13"
"HSA-MIR-133A-3P","PRDM16"
"HSA-MIR-133A-3P","BCL2L1"
"HSA-MIR-133A-5P","GDNF"
"HSA-MIR-133B","PRDM16"
"HSA-MIR-133B","BCL2L1"
"HSA-MIR-135A-5P","STAT6"
"HSA-MIR-135B-3P","STAT6"
"HSA-MIR-135B-5P","THBS2"
"HSA-MIR-135B-5P","CASR"
"HSA-MIR-135B-5P","STAT6"
"HSA-MIR-137","NR1I3"
"HSA-MIR-140-3P","ATP8A1"
"HSA-MIR-140-5P","PDGFRA"
"HSA-MIR-141-5P","WNK1"
"HSA-MIR-142-3P","LGR5"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-145-5P","PPM1D"
"HSA-MIR-145-5P","DDC"
"HSA-MIR-145-5P","PODXL"
"HSA-MIR-146A-5P","CCND2"
"HSA-MIR-146A-5P","FAF1"
"HSA-MIR-146B-5P","PDGFRA"
"HSA-MIR-147A","SLC22A3"
"HSA-MIR-147A","HIF3A"
"HSA-MIR-151A-3P","IL12RB2"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-153-3P","PPM1D"
"HSA-MIR-154-3P","WNT5A"
"HSA-MIR-154-5P","CCND2"
"HSA-MIR-154-5P","WNT5A"
"HSA-MIR-155-5P","CCND2"
"HSA-MIR-155-5P","GATM"
"HSA-MIR-15A-5P","CCND2"
"HSA-MIR-15A-5P","RET"
"HSA-MIR-15B-5P","PPM1D"
"HSA-MIR-15B-5P","FUT2"
"HSA-MIR-16-1-3P","CCND2"
"HSA-MIR-16-5P","PPM1D"
"HSA-MIR-16-5P","CCND2"
"HSA-MIR-16-5P","HGF"
"HSA-MIR-17-3P","SOD2"
"HSA-MIR-17-5P","CCND2"
"HSA-MIR-17-5P","PTPRO"
"HSA-MIR-181A-5P","PROX1"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181A-5P","PTPN11"
"HSA-MIR-181B-3P","NFASC"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-182-3P","NOX4"
"HSA-MIR-182-5P","CCND2"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-185-5P","SLC8A1"
"HSA-MIR-185-5P","AQP3"
"HSA-MIR-188-5P","GREM2"
"HSA-MIR-188-5P","FGF5"
"HSA-MIR-191-5P","CCND2"
"HSA-MIR-192-5P","WNK1"
"HSA-MIR-193A-3P","PLAU"
"HSA-MIR-193A-5P","NLN"
"HSA-MIR-193B-3P","PLAU"
"HSA-MIR-195-5P","RET"
"HSA-MIR-197-5P","IGFBP5"
"HSA-MIR-198","CCND2"
"HSA-MIR-199A-3P","HGF"
"HSA-MIR-199A-5P","CTSC"
"HSA-MIR-199A-5P","KL"
"HSA-MIR-199A-5P","WNK1"
"HSA-MIR-199B-5P","PODXL"
"HSA-MIR-19A-3P","MYCN"
"HSA-MIR-19B-3P","MYCN"
"HSA-MIR-200A-3P","HGF"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200C-3P","TUBB3"
"HSA-MIR-200C-3P","HNF1B"
"HSA-MIR-202-3P","MYCN"
"HSA-MIR-203A-3P","PPM1D"
"HSA-MIR-203A-3P","TJP2"
"HSA-MIR-203A-3P","EYA4"
"HSA-MIR-203A-5P","CCND2"
"HSA-MIR-204-5P","MAP1LC3B"
"HSA-MIR-204-5P","M6PR"
"HSA-MIR-204-5P","SOST"
"HSA-MIR-205-5P","LRRK2"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-206","SFRP1"
"HSA-MIR-206","CCND2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","CCND2"
"HSA-MIR-20A-5P","BAMBI"
"HSA-MIR-20A-5P","PTPRO"
"HSA-MIR-20B-5P","BAMBI"
"HSA-MIR-21-3P","HPGD"
"HSA-MIR-21-5P","TCF21"
"HSA-MIR-21-5P","PLOD3"
"HSA-MIR-21-5P","HPGD"
"HSA-MIR-210-3P","P4HB"
"HSA-MIR-210-3P","HIF3A"
"HSA-MIR-211-5P","M6PR"
"HSA-MIR-211-5P","IGFBP5"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-212-3P","ACHE"
"HSA-MIR-212-3P","SOD2"
"HSA-MIR-215-5P","WNK1"
"HSA-MIR-217","PPM1D"
"HSA-MIR-217","DACH1"
"HSA-MIR-217","GPC5"
"HSA-MIR-218-5P","TFF1"
"HSA-MIR-218-5P","PDGFRA"
"HSA-MIR-218-5P","RET"
"HSA-MIR-218-5P","SOST"
"HSA-MIR-221-3P","BRAP"
"HSA-MIR-222-3P","SOD2"
"HSA-MIR-223-5P","EGF"
"HSA-MIR-224-5P","DIO1"
"HSA-MIR-224-5P","EYA4"
"HSA-MIR-23A-3P","G6PC"
"HSA-MIR-23A-3P","HNF1B"
"HSA-MIR-23A-3P","PTPN11"
"HSA-MIR-23B-3P","PLAU"
"HSA-MIR-24-1-5P","WNK1"
"HSA-MIR-24-3P","FAF1"
"HSA-MIR-24-3P","CDKN2A"
"HSA-MIR-26A-1-3P","PCK1"
"HSA-MIR-26A-5P","CCND2"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","HGF"
"HSA-MIR-26B-5P","HGF"
"HSA-MIR-27A-3P","SFRP1"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-3P","WNK1"
"HSA-MIR-27A-5P","SFRP1"
"HSA-MIR-27A-5P","GREM1"
"HSA-MIR-27B-3P","THBS2"
"HSA-MIR-27B-3P","EYA4"
"HSA-MIR-27B-3P","RET"
"HSA-MIR-296-5P","WNK4"
"HSA-MIR-296-5P","HGS"
"HSA-MIR-297","GPC5"
"HSA-MIR-29A-3P","PPM1D"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","CCND2"
"HSA-MIR-29A-3P","MYCN"
"HSA-MIR-29A-3P","SLC22A7"
"HSA-MIR-29B-3P","CCND2"
"HSA-MIR-29B-3P","MYCN"
"HSA-MIR-29B-3P","PDGFRA"
"HSA-MIR-29B-3P","AQP4"
"HSA-MIR-29C-3P","CCND2"
"HSA-MIR-29C-3P","MYCN"
"HSA-MIR-29C-3P","GAPDH"
"HSA-MIR-300","ROS1"
"HSA-MIR-302B-3P","CCND2"
"HSA-MIR-302D-3P","CCND2"
"HSA-MIR-30A-5P","UBE3C"
"HSA-MIR-30C-5P","MTTP"
"HSA-MIR-30C-5P","CCND2"
"HSA-MIR-30D-5P","PPP1R14C"
"HSA-MIR-30E-5P","MTTP"
"HSA-MIR-31-5P","SATB2"
"HSA-MIR-31-5P","CASR"
"HSA-MIR-31-5P","RET"
"HSA-MIR-320A","AQP4"
"HSA-MIR-320A","TRPC5"
"HSA-MIR-324-3P","BCL2L1"
"HSA-MIR-324-3P","WNT9B"
"HSA-MIR-326","FGF1"
"HSA-MIR-326","BCL2L1"
"HSA-MIR-328-3P","SFRP1"
"HSA-MIR-335-5P","TFF2"
"HSA-MIR-335-5P","FMN2"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-338-3P","PKLR"
"HSA-MIR-33A-5P","ROS1"
"HSA-MIR-33A-5P","SATB2"
"HSA-MIR-33B-5P","G6PC"
"HSA-MIR-33B-5P","PCK1"
"HSA-MIR-340-5P","CCND2"
"HSA-MIR-34A-5P","MYCN"
"HSA-MIR-34A-5P","PDGFRA"
"HSA-MIR-34A-5P","GFRA3"
"HSA-MIR-34A-5P","CDKN2A"
"HSA-MIR-34B-3P","MYCN"
"HSA-MIR-34B-5P","MYCN"
"HSA-MIR-34C-5P","MYCN"
"HSA-MIR-34C-5P","PDGFRA"
"HSA-MIR-361-5P","STAT6"
"HSA-MIR-374A-5P","WNT5A"
"HSA-MIR-375","MYCN"
"HSA-MIR-375","PLAG1"
"HSA-MIR-377-3P","SOD2"
"HSA-MIR-378A-3P","WNT10A"
"HSA-MIR-382-5P","DRD1"
"HSA-MIR-383-5P","DIO1"
"HSA-MIR-422A","CYP8B1"
"HSA-MIR-423-5P","TFF1"
"HSA-MIR-424-5P","PLAG1"
"HSA-MIR-4271","APOC3"
"HSA-MIR-449A","MYCN"
"HSA-MIR-449B-5P","MYCN"
"HSA-MIR-466","PROX1"
"HSA-MIR-4728-5P","PADI2"
"HSA-MIR-485-5P","HIF3A"
"HSA-MIR-486-5P","CLDN10"
"HSA-MIR-487B-3P","GRM3"
"HSA-MIR-487B-3P","WNT5A"
"HSA-MIR-489-3P","PROX1"
"HSA-MIR-489-3P","PTPN11"
"HSA-MIR-490-3P","SMARCD1"
"HSA-MIR-490-3P","ERGIC3"
"HSA-MIR-491-5P","BCL2L1"
"HSA-MIR-494-3P","CNR1"
"HSA-MIR-504-5P","TFF1"
"HSA-MIR-504-5P","DRD1"
"HSA-MIR-506-3P","WNK1"
"HSA-MIR-506-3P","SPHK1"
"HSA-MIR-509-3-5P","PODXL"
"HSA-MIR-516A-3P","WNT5A"
"HSA-MIR-539-5P","SPAG5"
"HSA-MIR-582-3P","SFRP1"
"HSA-MIR-596","LGALS3BP"
"HSA-MIR-599","SATB2"
"HSA-MIR-603","CCND2"
"HSA-MIR-608","BCL2L1"
"HSA-MIR-644A","GAPDH"
"HSA-MIR-659-3P","SPHK1"
"HSA-MIR-663A","PLOD3"
"HSA-MIR-670-5P","PROX1"
"HSA-MIR-675-5P","DDB2"
"HSA-MIR-7-5P","SMARCD1"
"HSA-MIR-744-5P","SFRP1"
"HSA-MIR-874-3P","AQP3"
"HSA-MIR-9-5P","GDNF"
"HSA-MIR-9-5P","NOX4"
"HSA-MIR-96-5P","GDNF"
"HSA-MIR-96-5P","SYCP1"
"HSA-MIR-98-5P","CCND2"
"HSA-MIR-99A-5P","NOX4"
"HSA-LET-7B-5P","IGF2BP2"
"HSA-LET-7E-5P","MYCN"
"HSA-LET-7G-5P","CDKN2A"
"HSA-MIR-1-3P","PRKCE"
"HSA-MIR-1-3P","IL11"
"HSA-MIR-1-3P","SLC8A1"
"HSA-MIR-1-3P","KCNE1"
"HSA-MIR-101-3P","MYCN"
"HSA-MIR-103A-3P","MYCN"
"HSA-MIR-106A-5P","TIMP2"
"HSA-MIR-107","PLAG1"
"HSA-MIR-107","PRKCE"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-10B-5P","KL"
"HSA-MIR-10B-5P","CDKN2A"
"HSA-MIR-122-5P","ANK2"
"HSA-MIR-122-5P","AXL"
"HSA-MIR-1236-3P","KDR"
"HSA-MIR-124-5P","ACHE"
"HSA-MIR-1258","MRGPRF"
"HSA-MIR-125B-5P","BMPR1B"
"HSA-MIR-125B-5P","CDKN2A"
"HSA-MIR-125B-5P","PODXL"
"HSA-MIR-125B-5P","PTH1R"
"HSA-MIR-126-3P","TEK"
"HSA-MIR-1260B","SFRP1"
"HSA-MIR-127-3P","SFRP1"
"HSA-MIR-1271-5P","GPC3"
"HSA-MIR-128-3P","RET"
"HSA-MIR-129-5P","RET"
"HSA-MIR-130A-3P","MEOX2"
"HSA-MIR-132-3P","MUC13"
"HSA-MIR-132-3P","TLN2"
"HSA-MIR-133A-3P","PRDM16"
"HSA-MIR-133A-3P","FSCN1"
"HSA-MIR-133A-5P","GDNF"
"HSA-MIR-133A-5P","FSCN1"
"HSA-MIR-133B","PRDM16"
"HSA-MIR-133B","FSCN1"
"HSA-MIR-135B-5P","CASR"
"HSA-MIR-137","NR1I3"
"HSA-MIR-140-3P","ATP8A1"
"HSA-MIR-140-5P","FGF9"
"HSA-MIR-141-3P","VAC14"
"HSA-MIR-141-5P","WNK1"
"HSA-MIR-142-3P","LGR5"
"HSA-MIR-143-3P","FSCN1"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-145-5P","NUDT1"
"HSA-MIR-145-5P","DDC"
"HSA-MIR-145-5P","FSCN1"
"HSA-MIR-145-5P","PODXL"
"HSA-MIR-146A-5P","NOS1"
"HSA-MIR-146A-5P","PRKCE"
"HSA-MIR-146A-5P","PA2G4"
"HSA-MIR-147A","SLC22A3"
"HSA-MIR-147A","HIF3A"
"HSA-MIR-150-5P","SRCIN1"
"HSA-MIR-150-5P","FLT3"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-155-5P","GATM"
"HSA-MIR-155-5P","CIAPIN1"
"HSA-MIR-155-5P","PCDH9"
"HSA-MIR-15A-5P","RET"
"HSA-MIR-15B-5P","KDR"
"HSA-MIR-16-5P","KDR"
"HSA-MIR-17-3P","KDR"
"HSA-MIR-17-5P","CLU"
"HSA-MIR-17-5P","PTPRO"
"HSA-MIR-181A-5P","PROX1"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181B-3P","NFASC"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-182-3P","NOX4"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","FGF9"
"HSA-MIR-182-5P","CREB5"
"HSA-MIR-182-5P","CHEK2"
"HSA-MIR-183-5P","EZR"
"HSA-MIR-184","EZR"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-185-5P","SLC8A1"
"HSA-MIR-192-5P","HRH1"
"HSA-MIR-192-5P","WNK1"
"HSA-MIR-193A-3P","TYMS"
"HSA-MIR-193A-5P","WT1"
"HSA-MIR-194-5P","BMP1"
"HSA-MIR-194-5P","TLN2"
"HSA-MIR-195-5P","KDR"
"HSA-MIR-195-5P","RET"
"HSA-MIR-196A-5P","TYMS"
"HSA-MIR-197-3P","NSUN5"
"HSA-MIR-197-5P","IGFBP5"
"HSA-MIR-199A-3P","KDR"
"HSA-MIR-199A-5P","KL"
"HSA-MIR-199A-5P","WNK1"
"HSA-MIR-199A-5P","CDKN1C"
"HSA-MIR-199B-5P","PODXL"
"HSA-MIR-19A-3P","ADRB1"
"HSA-MIR-19A-3P","MYCN"
"HSA-MIR-19B-1-5P","KDR"
"HSA-MIR-19B-3P","MYCN"
"HSA-MIR-200A-3P","MNX1"
"HSA-MIR-200A-3P","VAC14"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200B-3P","KDR"
"HSA-MIR-200B-3P","OXR1"
"HSA-MIR-200B-3P","VAC14"
"HSA-MIR-200B-3P","FSCN1"
"HSA-MIR-200C-3P","KDR"
"HSA-MIR-200C-3P","TIMP2"
"HSA-MIR-200C-3P","TUBB3"
"HSA-MIR-200C-3P","VAC14"
"HSA-MIR-200C-3P","NTRK2"
"HSA-MIR-202-3P","MYCN"
"HSA-MIR-203A-3P","TYMS"
"HSA-MIR-203A-3P","EYA4"
"HSA-MIR-204-5P","EZR"
"HSA-MIR-204-5P","NTRK2"
"HSA-MIR-204-5P","CREB5"
"HSA-MIR-204-5P","IL11"
"HSA-MIR-204-5P","SOST"
"HSA-MIR-205-5P","LRRK2"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-205-5P","EZR"
"HSA-MIR-205-5P","ESRRG"
"HSA-MIR-205-5P","HMGB3"
"HSA-MIR-206","SFRP1"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","TIMP2"
"HSA-MIR-20A-5P","BAMBI"
"HSA-MIR-20A-5P","PTPRO"
"HSA-MIR-20B-5P","BAMBI"
"HSA-MIR-21-3P","HPGD"
"HSA-MIR-21-5P","HPGD"
"HSA-MIR-21-5P","CLU"
"HSA-MIR-21-5P","PLAT"
"HSA-MIR-210-3P","HIF3A"
"HSA-MIR-211-5P","IGFBP5"
"HSA-MIR-211-5P","PDE3A"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-211-5P","CREB5"
"HSA-MIR-211-5P","IL11"
"HSA-MIR-212-3P","ACHE"
"HSA-MIR-215-5P","PTPRT"
"HSA-MIR-215-5P","WNK1"
"HSA-MIR-217","GPC5"
"HSA-MIR-218-5P","RET"
